TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;OMEPRAZOL;19/10/2009;Genérico;113430173;31/10/2029;25351827882200800;ANTIULCEROSOS;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;22/06/2015;Genérico;183260248;31/10/2025;25351693344201400;ANTIULCEROSOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;24/12/2018;Genérico;105730544;31/01/2028;25351685065201800;ANTIACIDOS E ANTIULCEROSOS;60659463002992 - Aché Laboratórios Farmacêuticos S.A;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;01/08/2011;Genérico;105350172;31/08/2026;25351129074201100;ANTIULCEROSOS;17115437000173 - LABORATÓRIO GLOBO LTDA;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;08/09/2015;Genérico;118190165;30/09/2025;25351335635201400;ANTIULCEROSOS;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;20/08/2018;Similar;104810140;31/08/2028;25351152417201800;ANTIULCEROSOS;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;20/08/2018;Similar;143810215;31/08/2028;25351152418201800;ANTIULCEROSOS;02814497000107 - CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;30/03/2020;Genérico;126750380;31/03/1930;25351726964201900;ANTIULCEROSOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;18/11/2003;Genérico;102350616;30/11/2028;253510119560151;ANTIULCEROSOS;57507378000365 - EMS S/A;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;12/08/2005;Genérico;102980354;31/08/2025;25351277933200400;ANTIULCEROSOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL;14/09/2015;Genérico;115600184;30/09/2025;25351662339201400;ANTIULCEROSOS;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;OMEPRAZOL
MEDICAMENTO;OMEPRAZOL SÓDICO;18/08/2000;Genérico;100430730;31/08/2025;253510164320066;ANTIULCEROSOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;OMEPRAZOL SÓDICO
MEDICAMENTO;OMEPRAZOL SÓDICO;23/11/2020;Genérico;116370165;30/11/1930;25351215169201900;ANTIULCEROSOS;58430828000160 - BLAU FARMACÊUTICA S.A.;OMEPRAZOL SÓDICO
MEDICAMENTO;OMETINOR;19/09/2011;Similar;151430018;30/09/2026;25351391098200900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;OMNARIS;24/06/2019;Novo;164250005;31/12/2028;25351322484201900;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;07591326000180 - MOKSHA 8 BRASIL DISTRIBUIDORA E REPRESENTAÇÃO DE MEDICAMENTOS LTDA.;CICLESONIDA
MEDICAMENTO;OMNIC OCAS;18/04/2011;Similar;177170003;30/04/2026;25351235441200900;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;07768134000104 - ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;CLORIDRATO DE TANSULOSINA
MEDICAMENTO;OMNIPAQUE;05/12/2011;Novo;183960001;31/12/2026;25351633483201000;CONTRASTES RADIOLOGICOS;00029372000140 - GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;IOEXOL
MEDICAMENTO;OMNISCAN;17/12/2012;Novo;183960003;31/12/2027;25351635153201000;CONTRASTES RADIOLOGICOS;00029372000140 - GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;GADODIAMIDA
MEDICAMENTO;OMNITROPE;28/02/2011;Biológico;100470494;28/02/2026;25351645688200900;HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;SOMATROPINA
MEDICAMENTO;OMOPREL;18/04/2001;Similar;105710083;31/10/2027;250000022659705;ANTIULCEROSOS;18324343000177 - BELFAR LTDA;OMEPRAZOL
MEDICAMENTO;ONAZ;26/08/2019;Similar;125680293;31/08/2029;25351389094201900;ANTIPSICOTICOS;73856593000166 - PRATI DONADUZZI & CIA LTDA;OLANZAPINA
MEDICAMENTO;ONBRIZE;16/11/2010;Novo;100681073;30/11/2025;25351139128200900;BRONCODILATADORES;56994502000130 - NOVARTIS BIOCIENCIAS S.A;maleato de indacaterol
MEDICAMENTO;ONCASPAR;24/12/2018;Biológico;112780076;30/06/2027;25351771428201800;ANTINEOPLASICO;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;PEGASPARGASE
MEDICAMENTO;ONCICREM-A;14/07/2008;Similar;154230127;31/07/2028;25351060245200800;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ACETONIDA DE TRIANCINOLONA
MEDICAMENTO;ONCILEG;17/10/2016;Similar;167730448;31/10/2026;25351159252201600;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ACETONIDA DE TRIANCINOLONA + GRAMICIDINA + NISTATINA + SULFATO DE NEOMICINA
MEDICAMENTO;ONCILEG;17/10/2016;Similar;167730449;31/10/2026;25351159253201600;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;GRAMICIDINA + NISTATINA + SULFATO DE NEOMICINA + TRIANCINOLONA ACETONIDA
MEDICAMENTO;ONCILEG-A;16/11/2010;Similar;167730156;30/04/2027;25351655083201000;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;TRIANCINOLONA ACETONIDA
MEDICAMENTO;ONCOBINE;25/09/2017;Similar;115410011;31/12/2027;25351336954201700;ANTINEOPLASICOS CITOTOXICOS;18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;DITARTARATO DE VINORELBINA
MEDICAMENTO;ONCODOX;11/09/2017;Similar;115410010;30/11/2029;25351336923201700;ANTINEOPLASICO;18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;CLORIDRATO DE DOXORRUBICINA
MEDICAMENTO;ONEGRIPE;03/11/2020;Similar;104810163;30/11/1930;25351702254202000;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA + PARACETAMOL
MEDICAMENTO;ONGLYZA;22/05/2017;Novo;116180261;30/11/2029;25351012385201700;ANTIDIABETICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;saxagliptina
MEDICAMENTO;ONICIT;11/07/2011;Novo;101710181;31/10/2027;25351446290200900;ANTIEMETICOS E ANTINAUSEANTES;03560974000118 - SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE PALONOSETRONA
MEDICAMENTO;ONICORYL;03/06/2013;Similar;105830763;30/06/2028;25351810094201000;ANTIMICOTICOS PARA USO TOPICO;45992062000165 - GERMED FARMACEUTICA LTDA;CLORIDRATO DE AMOROLFINA
MEDICAMENTO;ONIMORF;14/01/2019;Similar;126750341;31/01/2029;25351222262201600;ANTIMICOTICOS PARA USO TOPICO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CLORIDRATO DE AMOROLFINA
MEDICAMENTO;ONPATTRO;26/02/2020;Novo;193610001;28/02/2023;25351586390201900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;31731807000128 - SPECIALTY PHARMA GOIAS LTDA;PATISIRANA SÓDICA
MEDICAMENTO;ONTAX;04/09/2003;Similar;100330115;30/09/2028;250000221669425;ANTINEOPLASICO;61230314000175 - LIBBS FARMACÊUTICA LTDA;PACLITAXEL
MEDICAMENTO;ONTRAX;12/07/2000;Similar;116370041;31/07/2025;250000018039943;ANTIEMETICOS E ANTINAUSEANTES;58430828000160 - BLAU FARMACÊUTICA S.A.;CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO + CLORIDRATO DE ONDANSETRONA
MEDICAMENTO;ONTRUZANT;20/05/2019;Biológico;159210003;31/05/2029;25351083624201800;ANTINEOPLASICO;24563776000188 - Samsung Bioepis br Pharmaceutical ltda.;TRASTUZUMABE
MEDICAMENTO;ONUA;21/09/2020;Similar;103900209;30/09/1930;25351723542202000;ANTICONCEPCIONAIS;33349473000158 - FARMOQUÍMICA S/A;DESOGESTREL
MEDICAMENTO;OPDIVO;04/04/2016;Biológico;101800408;30/04/2026;25351308360201500;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;nivolumabe
MEDICAMENTO;ÓPERA;23/01/2017;Similar;103720275;31/01/2027;25351503073201600;ANTICONVULSIVANTES;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;TOPIRAMATO
MEDICAMENTO;OPHTCOL;19/05/1998;Similar;117240001;31/05/2028;250000096219504;MEDICAMENTOS COM ACAO NO APARELHO VISUAL;61129409000105 - OPHTHALMOS S/A;CLORETO DE CARBACOL
MEDICAMENTO;OPIVAC;08/09/2015;Similar;103700645;30/09/2025;25351441642201200;ANESTESICOS LOCAIS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;CLORIDRATO DE ROPIVACAÍNA
MEDICAMENTO;OPRAZON;12/08/2013;Similar;116370096;31/10/2028;25351323677201300;ANTIULCEROSOS;58430828000160 - BLAU FARMACÊUTICA S.A.;OMEPRAZOL SÓDICO
MEDICAMENTO;OPSUMIT;12/08/2019;Novo;112363432;31/08/2026;25351405137201900;ANTI-HIPERTENSIVOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;macitentana
MEDICAMENTO;OPTAFLAN;06/01/2020;Similar;188710007;31/08/2024;25351597259201900;ANTINFLAMATORIOS;12022755000176 - GALLIA INDÚSTRIA FARMACÊUTICA LTDA;NIMESULIDA
MEDICAMENTO;OPTHAAC 40;10/03/2009;Novo;117240005;31/03/2029;25351561303200700;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;61129409000105 - OPHTHALMOS S/A;TRIANCINOLONA ACETONIDA
MEDICAMENTO;OPTI-BAR;18/03/2002;Similar;130450008;31/03/2027;253510171800019;CONTRASTES RADIOLOGICOS;32137424000199 - ALKO DO BRASIL INDUSTRIA E COMERCIO LTDA;SULFATO DE BÁRIO
MEDICAMENTO;OPTILAR;11/05/2009;Similar;154230143;31/05/2029;25351081513200800;ANTINFLAMATORIOS;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;trometamol cetorolaco 
MEDICAMENTO;OPTIRAY;28/12/2000;Novo;113980030;31/12/2025;253510229380050;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;30153811000193 - GUERBET IMAGEM DO BRASIL LTDA;IOVERSOL
MEDICAMENTO;ORALSEPT;02/09/2013;Similar;103850108;30/09/2028;25351362202201100;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;TRIANCINOLONA ACETONIDA
MEDICAMENTO;ORALZ;09/09/2019;Específico;109740285;30/09/2029;25351122984201800;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;glicinato de zinco
MEDICAMENTO;ORENCIA;25/06/2007;Biológico;101800390;30/06/2027;25351370824200600;ANTINFLAMATORIOS ANTIREUMATICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;ABATACEPTE
MEDICAMENTO;ORGALUTRAN;07/05/2001;Novo;101710097;31/05/2026;253510190700083;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;03560974000118 - SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ACETATO DE GANIRrELIX
MEDICAMENTO;ORGANONEURO CEREBRAL;17/07/2000;Específico;104440053;30/09/2029;2599100600377;POLIVITAMINICOS COM MINERAIS;33145194000172 - LABORATÓRIO GROSS S. A.;CIANOCOBALAMINA + CLORIDRATO DE PIRIDOXINA + NITRATO DE TIAMINA + ÁCIDO AMINOBUTÍRICO + ÁCIDO GLUTÂMICO
MEDICAMENTO;ORKAMBI;23/07/2018;Novo;138230001;31/07/2023;25351621721201700;OUTROS PRODUTOS PARA O SISTEMA RESPIRATÓRIO;21798065000102 - VERTEX FARMACEUTICA DO BRASIL LTDA.;IVACAFTOR + LUMACAFTOR
MEDICAMENTO;ORLAX;04/04/2016;Similar;155370049;30/04/2026;25351316989201500;MODULADORES DO METABOLISMO E DA DIGESTAO;64171697000146 - ACCORD FARMACÊUTICA LTDA;ORLISTATE
MEDICAMENTO;ORLIBESI;09/01/2017;Similar;126750256;31/01/2027;25351405494201600;MODULADORES DO METABOLISMO E DA DIGESTAO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ORLISTATE
MEDICAMENTO;ORLIPID;30/01/2017;Similar;135690707;31/01/2027;25351405203201600;MODULADORES DO METABOLISMO E DA DIGESTAO;00923140000131 - EMS SIGMA PHARMA LTDA;ORLISTATE
MEDICAMENTO;ORLISTATE;27/07/2020;Genérico;105730748;31/07/1930;25351546106201400;MODULADORES DO METABOLISMO E DA DIGESTAO;60659463002992 - Aché Laboratórios Farmacêuticos S.A;ORLISTATE
MEDICAMENTO;ORLISTATE;08/10/2018;Genérico;183260295;31/10/2028;25351046318201400;MODULADORES DO METABOLISMO E DA DIGESTAO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ORLISTATE
MEDICAMENTO;ORLISTATE;26/08/2019;Genérico;123520257;31/08/2029;25351736155201400;MODULADORES DO METABOLISMO E DA DIGESTAO;73663650000190 - RANBAXY FARMACÊUTICA LTDA;ORLISTATE
MEDICAMENTO;ORLISTATE;03/08/2020;Genérico;100431315;31/08/1930;25351447889201400;MODULADORES DO METABOLISMO E DA DIGESTAO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ORLISTATE
MEDICAMENTO;ORLISTATE;02/01/2017;Genérico;105830851;31/01/2027;25351405702201600;MODULADORES DO METABOLISMO E DA DIGESTAO;45992062000165 - GERMED FARMACEUTICA LTDA;ORLISTATE
MEDICAMENTO;ORLISTATE;28/09/2015;Genérico;155370045;30/09/2025;25351103413201300;MODULADORES DO METABOLISMO E DA DIGESTAO;64171697000146 - ACCORD FARMACÊUTICA LTDA;ORLISTATE
MEDICAMENTO;ORLISTATE;15/08/2011;Genérico;102351042;31/08/2026;25351546815201000;MODULADORES DO METABOLISMO E DA DIGESTAO;57507378000365 - EMS S/A;ORLISTATE
MEDICAMENTO;ORLISTATE;20/02/2017;Genérico;125680258;28/02/2027;25351324511201200;MODULADORES DO METABOLISMO E DA DIGESTAO;73856593000166 - PRATI DONADUZZI & CIA LTDA;ORLISTATE
MEDICAMENTO;ORLISTATE;02/01/2017;Genérico;167730493;31/01/2027;25351405694201600;MODULADORES DO METABOLISMO E DA DIGESTAO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ORLISTATE
MEDICAMENTO;ORLISTATE;19/09/2016;Genérico;155840527;30/09/2026;25351180328201600;MODULADORES DO METABOLISMO E DA DIGESTAO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ORLISTATE
MEDICAMENTO;ORLISTATE;02/01/2017;Genérico;126750251;31/01/2027;25351405098201600;MODULADORES DO METABOLISMO E DA DIGESTAO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ORLISTATE
MEDICAMENTO;ORNARE;04/11/2019;Genérico;178170879;30/11/2029;25351466564201900;ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;CLORIDRATO DE TRAZODONA
MEDICAMENTO;ORNITARGIN;17/07/2002;Específico;101460034;30/11/2029;2599101054378;VITAMINAS E SUPLEMENTOS MINERAIS;61150447000131 - LABORATÓRIOS BALDACCI LTDA;ASPARTATO DE ORNITINA + CITRULINA + CLORIDRATO DE ARGININA + cloridrato de arginina
MEDICAMENTO;OROXADIN;03/02/2020;Novo;183260419;28/02/2025;25351627496201900;ANTILIPEMICOS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CIPROFIBRATO
MEDICAMENTO;ORTOSAMIN;05/09/2011;Similar;126750135;30/09/2026;25351800189201000;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;SULFATO DE GLICOSAMINA
MEDICAMENTO;OSADROX;11/04/2016;Similar;100470585;30/04/2026;25351773282201400;CEFALOSPORINAS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CEFADROXILA
MEDICAMENTO;OSADROX;10/02/2016;Similar;100470582;28/02/2026;25351763152201400;CEFALOSPORINAS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CEFADROXILA
MEDICAMENTO;OSBANT;08/06/2020;Similar;126750389;30/06/1930;25351763151201400;SUPRESSORES DA REABSORCAO OSSEA;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ibandronato de sódio monoidratado
MEDICAMENTO;OSCAL D;03/06/2019;Específico;183260329;30/09/2026;25351190176201900;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CARBONATO DE CÁLCIO + COLECALCIFEROL
MEDICAMENTO;OSCAL 500;01/07/2019;Específico;183260364;28/02/2027;25351189935201900;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;CARBONATO DE CÁLCIO
MEDICAMENTO;OSELFLU;23/11/2020;Similar;182610008;30/11/1930;25351899759202000;ANTIVIRÓTICOS;08157293000127 - NATCOFARMA DO BRASIL LTDA;fosfato de oseltamivir
MEDICAMENTO;OSKIN;10/03/2009;Similar;135690521;31/03/2029;25351550044200800;DESMELANIZANTES;00923140000131 - EMS SIGMA PHARMA LTDA;HIDROQUINONA + TRETINOÍNA + fluocinolona acetonida
MEDICAMENTO;OSSOFLEX;07/06/2001;Similar;105830005;31/05/2006;250000236119744;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;45992062000165 - GERMED FARMACEUTICA LTDA;IPRIFLAVONA
MEDICAMENTO;OSSOTRAT - D;21/09/2001;Específico;104400121;30/09/2026;253510112150151;VITAMINAS E SUPLEMENTOS MINERAIS;33173097000274 - CELLERA FARMACÊUTICA S.A.;CARBONATO DE CÁLCIO + COLECALCIFEROL
MEDICAMENTO;OSTELOX;05/08/2013;Similar;155890005;31/08/2028;25351620235201200;SUPRESSORES DA REABSORCAO OSSEA;04338716000154 - INDÚSTRIA FARMACÊUTICA MELCON DO BRASIL S.A.;alendronato de sódio + alendronato de sódio tri-hidratado
MEDICAMENTO;OSTEOBAN;27/02/2012;Similar;105730422;28/02/2027;25351330832201100;SUPRESSORES DA REABSORCAO OSSEA;60659463002992 - Aché Laboratórios Farmacêuticos S.A;ibandronato de sódio monoidratado
MEDICAMENTO;OSTEOBLOCK;12/03/2018;Similar;105830922;31/03/2028;25351674985201700;SUPRESSORES DA REABSORCAO OSSEA;45992062000165 - GERMED FARMACEUTICA LTDA;RISEDRONATO SÓDICO
MEDICAMENTO;OSTEOFAR;16/03/2015;Similar;103850111;31/03/2025;25351571047201200;SUPRESSORES DA REABSORCAO OSSEA;83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;alendronato de sódio
MEDICAMENTO;OSTEOFIX;23/01/2006;Específico;138410029;31/01/2026;25351445734200500;VITAMINAS E SUPLEMENTOS MINERAIS;02456955000183 - NATULAB LABORATÓRIO S.A;CARBONATO DE CÁLCIO + COLECALCIFEROL
MEDICAMENTO;OSTEOFORM;07/11/2016;Similar;135690685;30/11/2026;25351487806201500;SUPRESSORES DA REABSORCAO OSSEA;00923140000131 - EMS SIGMA PHARMA LTDA;alendronato de sódio tri-hidratado
MEDICAMENTO;OSTEOGLIC;22/03/2010;Similar;167730131;31/03/2025;25351218718200800;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;SULFATO DE GLICOSAMINA
MEDICAMENTO;OSTEONUTRI;20/04/2015;Específico;183260036;30/09/2026;25351696230201400;VITAMINAS E SUPLEMENTOS MINERAIS;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;COLECALCIFEROL + FOSFATO DE CÁLCIO TRIBÁSICO
MEDICAMENTO;OSTEOPREVIX D;23/12/2003;Específico;144930036;31/12/2028;25351025690200300;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS;01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;CARBONATO DE CÁLCIO + COLECALCIFEROL
MEDICAMENTO;OSTEOTEC;17/09/2012;Similar;122140084;30/09/2027;25351173997201000;SUPRESSORES DA REABSORCAO OSSEA;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;ibandronato de sódio monoidratado
MEDICAMENTO;OSTEOTRAT;12/03/2012;Similar;105730418;31/03/2027;25351823545201000;SUPRESSORES DA REABSORCAO OSSEA;60659463002992 - Aché Laboratórios Farmacêuticos S.A;RISEDRONATO SÓDICO
MEDICAMENTO;OSTRAZIL;23/12/2013;Similar;103700603;31/12/2028;25351206853201000;SUPRESSORES DA REABSORCAO OSSEA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;alendronato de sódio
MEDICAMENTO;OSTRIOL;13/06/2001;Específico;137640028;30/06/2026;253510085900132;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CALCITRIOL
MEDICAMENTO;OSYS;26/12/2016;Similar;100330198;31/12/2026;25351568758201500;AGENTE IMUNOSUPRESSOR;61230314000175 - LIBBS FARMACÊUTICA LTDA;EVEROLIMO
MEDICAMENTO;OTEZLA;27/04/2020;Novo;102440017;31/03/2028;25351732228201900;IMUNOSSUPRESSORES SELETIVOS;18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;APREMILASTE
MEDICAMENTO;OTO - XILODASE;17/10/2001;Novo;101180021;31/12/2029;2599202792776;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;62462015000129 - APSEN FARMACEUTICA S/A;CLORIDRATO DE LIDOCAINA + HIALURONIDASE + SULFATO DE NEOMICINA
MEDICAMENTO;OTO BETNOVATE;21/09/2004;Novo;103900162;31/10/2029;25351074483200400;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;33349473000158 - FARMOQUÍMICA S/A;CLORFENESINA + CLORIDRATO DE TETRACAÍNA + VALERATO DE BETAMETASONA
MEDICAMENTO;OTOCIRIAX;14/08/2003;Similar;103900142;31/08/2028;25351015282200300;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;33349473000158 - FARMOQUÍMICA S/A;CIPROFLOXACINO + HIDROCORTISONA MICRONIZADA
MEDICAMENTO;OTOFOXIN;03/09/1998;Similar;100840159;30/09/2028;250000261509780;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO;61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;CLORIDRATO DE CIPROFLOXACINO 
MEDICAMENTO;OTOMIXYN;16/04/2018;Genérico;102351257;30/04/2028;25351627513201700;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;57507378000365 - EMS S/A;CLORIDRATO DE LIDOCAINA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B + fluocinolona acetonida
MEDICAMENTO;OTOSPORIN;17/03/2004;Novo;103900154;30/04/2029;25351016356200400;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;33349473000158 - FARMOQUÍMICA S/A;HIDROCORTISONA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B
MEDICAMENTO;OTOSYLASE;13/09/2010;Similar;154230165;30/09/2025;25351513322200900;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CLORIDRATO DE LIDOCAINA + NEOMICINA + SULFATO DE POLIMIXINA B + fluocinolona acetonida
MEDICAMENTO;OTRIVINA;08/05/2017;Novo;101070333;31/10/2029;25351601497201600;DESCONGESTIONANTES NASAIS TOPICOS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CLORIDRATO DE XILOMETAZOLINA
MEDICAMENTO;OVESTRION;21/06/2001;Novo;101710030;31/05/2026;2599201487157;ESTROGENOS SIMPLES;03560974000118 - SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ESTRIOL
MEDICAMENTO;OVIDREL;03/12/2012;;100890376;31/07/2027;25351372520200800;HORMONIO GONADOTROFICO;33069212000184 - MERCK S/A;alfacoriogonadotropina
MEDICAMENTO;OXA;01/06/2020;Genérico;155370087;30/06/1930;25351131896202000;CITOSTATICOS ALQUILANTES;64171697000146 - ACCORD FARMACÊUTICA LTDA;OXALIPLATINA
MEDICAMENTO;OXACILIL;06/04/2000;Similar;114020009;31/12/2029;250000043659984;ANTIBIOTICOS SISTEMICOS SIMPLES;06629745000109 - NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;OXACILINA SÓDICA
MEDICAMENTO;OXACILINA SODICA;18/02/2000;Genérico;103700282;28/02/2025;253510007400089;ANTIBIOTICOS SISTEMICOS SIMPLES;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;OXACILINA SÓDICA
MEDICAMENTO;OXACILINA SODICA;07/06/1996;Similar;112830024;30/06/2006;2500000679394;PENICILINAS PENICILINASE-RESISTENTES;52208733000110 - Laboratório Itafarma Ltda;OXACILINA SÓDICA
MEDICAMENTO;OXACILINA SÓDICA;25/05/2020;Genérico;103460022;31/05/1930;25351661499201900;PENICILINAS PENICILINASE-RESISTENTES;47231121000108 - BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA;OXACILINA SÓDICA
